category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description
KEGG,map00220,16,19,318829,"318829.MGG_01102T0,318829.MGG_02538T0,318829.MGG_02690T0,318829.MGG_04156T0,318829.MGG_04210T0,318829.MGG_05067T0,318829.MGG_05247T0,318829.MGG_06503T0,318829.MGG_06530T0,318829.MGG_06888T0,318829.MGG_08074T0,318829.MGG_10854T0,318829.MGG_11934T0,318829.MGG_14279T0,318829.MGG_15868T0,318829.MGG_17278T0","MGG_01102,MGG_02538,MGG_02690,MGG_04156,MGG_04210,MGG_05067,MGG_05247,MGG_06503,MGG_06530,MGG_06888,MGG_08074,MGG_10854,MGG_11934,MGG_14279,MGG_07169,MGG_09712",1.21e-06,5.88e-06,Arginine biosynthesis
KEGG,map00230,37,86,318829,"318829.MGG_00919T0,318829.MGG_01158T0,318829.MGG_01256T0,318829.MGG_01572T0,318829.MGG_03645T0,318829.MGG_03699T0,318829.MGG_04435T0,318829.MGG_04477T0,318829.MGG_04495T0,318829.MGG_04618T0,318829.MGG_04652T0,318829.MGG_04714T0,318829.MGG_05283T0,318829.MGG_06270T0,318829.MGG_06348T0,318829.MGG_06381T0,318829.MGG_06678T0,318829.MGG_06764T0,318829.MGG_07000T0,318829.MGG_07391T0,318829.MGG_07394T0,318829.MGG_08063T0,318829.MGG_08108T0,318829.MGG_08622T0,318829.MGG_08801T0,318829.MGG_08802T0,318829.MGG_09284T0,318829.MGG_10412T0,318829.MGG_10697T0,318829.MGG_11343T0,318829.MGG_11541T0,318829.MGG_11871T0,318829.MGG_12474T0,318829.MGG_13813T0,318829.MGG_15027T0,318829.MGG_15034T0,318829.MGG_17399T0","MGG_00919,MGG_01158,MGG_01256,MGG_01572,MGG_03645,MGG_03699,MGG_04435,MGG_04477,MGG_04495,MGG_04618,MGG_04652,MGG_04714,MGG_05283,MGG_06270,MGG_06348,MGG_06381,MGG_06678,MGG_06764,MGG_07000,MGG_07391,MGG_07394,MGG_08063,MGG_08108,MGG_08622,MGG_08801,MGG_08802,MGG_09284,MGG_10412,MGG_10697,MGG_11343,MGG_11541,MGG_11871,MGG_12474,MGG_13813,MGG_12639,MGG_15034,MGG_00657",1.59e-07,9.39e-07,Purine metabolism
KEGG,map00240,30,61,318829,"318829.MGG_01158T0,318829.MGG_01537T0,318829.MGG_01572T0,318829.MGG_01594T0,318829.MGG_01743T0,318829.MGG_04458T0,318829.MGG_04477T0,318829.MGG_04503T0,318829.MGG_04652T0,318829.MGG_04714T0,318829.MGG_05252T0,318829.MGG_05660T0,318829.MGG_06381T0,318829.MGG_06915T0,318829.MGG_07000T0,318829.MGG_07076T0,318829.MGG_07135T0,318829.MGG_07391T0,318829.MGG_07394T0,318829.MGG_07545T0,318829.MGG_08622T0,318829.MGG_08814T0,318829.MGG_09284T0,318829.MGG_09457T0,318829.MGG_10697T0,318829.MGG_12098T0,318829.MGG_12474T0,318829.MGG_12634T0,318829.MGG_14549T0,318829.MGG_17439T0","MGG_01158,MGG_01537,MGG_01572,MGG_01594,MGG_01743,MGG_04458,MGG_04477,MGG_04503,MGG_04652,MGG_04714,MGG_05252,MGG_05660,MGG_06381,MGG_06915,MGG_07000,MGG_07076,MGG_07135,MGG_07391,MGG_07394,MGG_07545,MGG_08622,MGG_08814,MGG_09284,MGG_09457,MGG_10697,MGG_12098,MGG_12474,MGG_12634,MGG_14549,MGG_00516",2.59e-07,1.45e-06,Pyrimidine metabolism
KEGG,map00250,25,29,318829,"318829.MGG_00969T0,318829.MGG_01230T0,318829.MGG_01537T0,318829.MGG_01662T0,318829.MGG_01743T0,318829.MGG_02378T0,318829.MGG_02525T0,318829.MGG_02538T0,318829.MGG_03645T0,318829.MGG_03869T0,318829.MGG_04156T0,318829.MGG_04503T0,318829.MGG_04618T0,318829.MGG_05067T0,318829.MGG_05247T0,318829.MGG_06503T0,318829.MGG_06530T0,318829.MGG_06888T0,318829.MGG_07187T0,318829.MGG_08074T0,318829.MGG_11597T0,318829.MGG_14279T0,318829.MGG_15868T0,318829.MGG_17278T0,318829.MGG_17513T0","MGG_00969,MGG_01230,MGG_01537,MGG_01662,MGG_01743,MGG_02378,MGG_02525,MGG_02538,MGG_03645,MGG_03869,MGG_04156,MGG_04503,MGG_04618,MGG_05067,MGG_05247,MGG_06503,MGG_06530,MGG_06888,MGG_07187,MGG_08074,MGG_11597,MGG_14279,MGG_07169,MGG_09712,MGG_00189",8.86e-10,8.27e-09,"Alanine, aspartate and glutamate metabolism"
KEGG,map00260,27,44,318829,"318829.MGG_00901T0,318829.MGG_00923T0,318829.MGG_02525T0,318829.MGG_03051T0,318829.MGG_03661T0,318829.MGG_04059T0,318829.MGG_04826T0,318829.MGG_06446T0,318829.MGG_07076T0,318829.MGG_07224T0,318829.MGG_07384T0,318829.MGG_08011T0,318829.MGG_08923T0,318829.MGG_09456T0,318829.MGG_09501T0,318829.MGG_09550T0,318829.MGG_10380T0,318829.MGG_11389T0,318829.MGG_11450T0,318829.MGG_11794T0,318829.MGG_11805T0,318829.MGG_12805T0,318829.MGG_13291T0,318829.MGG_13781T0,318829.MGG_15038T0,318829.MGG_17072T0,318829.MGG_17828T0","MGG_00901,MGG_00923,MGG_02525,MGG_03051,MGG_03661,MGG_04059,MGG_04826,MGG_06446,MGG_07076,MGG_07224,MGG_07384,MGG_08011,MGG_08923,MGG_09456,MGG_09501,MGG_09550,MGG_10380,MGG_11389,MGG_11450,MGG_11794,MGG_11805,MGG_12805,MGG_13291,MGG_13781,MGG_12517,MGG_13528,MGG_14171",3.53e-08,2.33e-07,"Glycine, serine and threonine metabolism"
KEGG,map00270,31,47,318829,"318829.MGG_00383T0,318829.MGG_00942T0,318829.MGG_01345T0,318829.MGG_01469T0,318829.MGG_02125T0,318829.MGG_02489T0,318829.MGG_02812T0,318829.MGG_03051T0,318829.MGG_03583T0,318829.MGG_04087T0,318829.MGG_04156T0,318829.MGG_05067T0,318829.MGG_05155T0,318829.MGG_06197T0,318829.MGG_06454T0,318829.MGG_06466T0,318829.MGG_06498T0,318829.MGG_06530T0,318829.MGG_06712T0,318829.MGG_07074T0,318829.MGG_07195T0,318829.MGG_07384T0,318829.MGG_08835T0,318829.MGG_09367T0,318829.MGG_09919T0,318829.MGG_10380T0,318829.MGG_10852T0,318829.MGG_11450T0,318829.MGG_11805T0,318829.MGG_14472T0,318829.MGG_17828T0","MGG_00383,MGG_00942,MGG_01345,MGG_01469,MGG_02125,MGG_02489,MGG_02812,MGG_03051,MGG_03583,MGG_04087,MGG_04156,MGG_05067,MGG_05155,MGG_06197,MGG_06454,MGG_06466,MGG_06498,MGG_06530,MGG_06712,MGG_07074,MGG_07195,MGG_07384,MGG_08835,MGG_09367,MGG_09919,MGG_10380,MGG_10852,MGG_11450,MGG_11805,MRI1,MGG_14171",9.7e-10,8.36e-09,Cysteine and methionine metabolism
KEGG,map00280,24,32,318829,"318829.MGG_00942T0,318829.MGG_01026T0,318829.MGG_01606T0,318829.MGG_01662T0,318829.MGG_01755T0,318829.MGG_02125T0,318829.MGG_02489T0,318829.MGG_02540T0,318829.MGG_02541T0,318829.MGG_03335T0,318829.MGG_03840T0,318829.MGG_03900T0,318829.MGG_04012T0,318829.MGG_04449T0,318829.MGG_06511T0,318829.MGG_08661T0,318829.MGG_09181T0,318829.MGG_09512T0,318829.MGG_10320T0,318829.MGG_10700T0,318829.MGG_11480T0,318829.MGG_12868T0,318829.MGG_13499T0,318829.MGG_17072T0","MGG_00942,MGG_01026,MGG_01606,MGG_01662,MGG_01755,MGG_02125,MGG_02489,MGG_02540,MGG_02541,MGG_03335,MGG_03840,MGG_03900,MGG_04012,MGG_04449,MGG_06511,MGG_08661,MGG_09181,MGG_09512,MGG_10320,MGG_10700,MGG_11480,MGG_12868,MGG_13499,MGG_13528",1.29e-08,9.63e-08,"Valine, leucine and isoleucine degradation"
KEGG,map00290,15,18,318829,"318829.MGG_00942T0,318829.MGG_01104T0,318829.MGG_01139T0,318829.MGG_01553T0,318829.MGG_02125T0,318829.MGG_02489T0,318829.MGG_03945T0,318829.MGG_05223T0,318829.MGG_05345T0,318829.MGG_06868T0,318829.MGG_07224T0,318829.MGG_09501T0,318829.MGG_13485T0,318829.MGG_15774T0,318829.MGG_17828T0","MGG_00942,MGG_01104,MGG_01139,MGG_01553,MGG_02125,MGG_02489,MGG_03945,MGG_05223,MGG_05345,MGG_06868,MGG_07224,MGG_09501,MGG_13485,MGG_01808,MGG_14171",2.85e-06,1.28e-05,"Valine, leucine and isoleucine biosynthesis"
KEGG,map00300,10,12,318829,"318829.MGG_01092T0,318829.MGG_01359T0,318829.MGG_01566T0,318829.MGG_02611T0,318829.MGG_03051T0,318829.MGG_04842T0,318829.MGG_08584T0,318829.MGG_09919T0,318829.MGG_11450T0,318829.MGG_11805T0","MGG_01092,MGG_01359,MGG_01566,MGG_02611,MGG_03051,MGG_04842,MGG_08584,MGG_09919,MGG_11450,MGG_11805",0.00013,4e-04,Lysine biosynthesis
KEGG,map00310,9,20,318829,"318829.MGG_01230T0,318829.MGG_01359T0,318829.MGG_01755T0,318829.MGG_03149T0,318829.MGG_03900T0,318829.MGG_05254T0,318829.MGG_12767T0,318829.MGG_12868T0,318829.MGG_13499T0","MGG_01230,MGG_01359,MGG_01755,MGG_03149,MGG_03900,MGG_05254,MGG_12767,MGG_12868,MGG_13499",0.0068,0.0129,Lysine degradation
KEGG,map00330,17,33,318829,"318829.MGG_03462T0,318829.MGG_03900T0,318829.MGG_04156T0,318829.MGG_05067T0,318829.MGG_05159T0,318829.MGG_06197T0,318829.MGG_06376T0,318829.MGG_06392T0,318829.MGG_06530T0,318829.MGG_07933T0,318829.MGG_08011T0,318829.MGG_10533T0,318829.MGG_10854T0,318829.MGG_11270T0,318829.MGG_11574T0,318829.MGG_12996T0,318829.MGG_17513T0","MGG_03462,MGG_03900,MGG_04156,MGG_05067,MGG_05159,MGG_06197,MGG_06376,MGG_06392,MGG_06530,MGG_07933,MGG_08011,MGG_10533,MGG_10854,MGG_11270,MGG_11574,MGG_12996,MGG_00189",6.46e-05,0.00021,Arginine and proline metabolism
KEGG,map00340,7,17,318829,"318829.MGG_00253T0,318829.MGG_01309T0,318829.MGG_03900T0,318829.MGG_05008T0,318829.MGG_06040T0,318829.MGG_15527T0,318829.MGG_17802T0","MGG_00253,MGG_01309,MGG_03900,MGG_05008,MGG_06040,MGG_15527,MGG_09345",0.0231,0.0376,Histidine metabolism
KEGG,map00350,14,41,318829,"318829.MGG_00317T0,318829.MGG_00431T0,318829.MGG_01230T0,318829.MGG_01270T0,318829.MGG_03880T0,318829.MGG_04156T0,318829.MGG_05008T0,318829.MGG_05067T0,318829.MGG_06011T0,318829.MGG_06530T0,318829.MGG_07419T0,318829.MGG_09919T0,318829.MGG_13291T0,318829.MGG_14157T0","MGG_00317,MGG_00431,MGG_01230,MGG_01270,MGG_03880,MGG_04156,MGG_05008,MGG_05067,MGG_06011,MGG_06530,MGG_07419,MGG_09919,MGG_13291,MGG_14157",0.0062,0.012,Tyrosine metabolism
KEGG,map00360,10,28,318829,"318829.MGG_03462T0,318829.MGG_04156T0,318829.MGG_04337T0,318829.MGG_05008T0,318829.MGG_05067T0,318829.MGG_06530T0,318829.MGG_09919T0,318829.MGG_11270T0,318829.MGG_13291T0,318829.MGG_16630T0","MGG_03462,MGG_04156,MGG_04337,MGG_05008,MGG_05067,MGG_06530,MGG_09919,MGG_11270,MGG_13291,MGG_13390",0.0153,0.0263,Phenylalanine metabolism
KEGG,map00380,13,35,318829,"318829.MGG_01755T0,318829.MGG_01925T0,318829.MGG_03264T0,318829.MGG_03280T0,318829.MGG_03462T0,318829.MGG_03900T0,318829.MGG_04337T0,318829.MGG_09919T0,318829.MGG_10879T0,318829.MGG_11270T0,318829.MGG_12767T0,318829.MGG_12868T0,318829.MGG_13499T0","MGG_01755,MGG_01925,MGG_03264,MGG_03280,MGG_03462,MGG_03900,MGG_04337,MGG_09919,MGG_10879,MGG_11270,MGG_12767,MGG_12868,MGG_13499",0.0047,0.0097,Tryptophan metabolism
KEGG,map00400,12,22,318829,"318829.MGG_01438T0,318829.MGG_03281T0,318829.MGG_04156T0,318829.MGG_05067T0,318829.MGG_05168T0,318829.MGG_05734T0,318829.MGG_06425T0,318829.MGG_06530T0,318829.MGG_09766T0,318829.MGG_09919T0,318829.MGG_12760T0,318829.MGG_12805T0","MGG_01438,MGG_03281,MGG_04156,MGG_05067,MGG_05168,MGG_05734,MGG_06425,MGG_06530,MGG_09766,MGG_09919,MGG_12760,MGG_12805",0.00052,0.0013,"Phenylalanine, tyrosine and tryptophan biosynthesis"
KEGG,map00410,12,21,318829,"318829.MGG_01606T0,318829.MGG_01662T0,318829.MGG_01895T0,318829.MGG_02378T0,318829.MGG_03869T0,318829.MGG_03900T0,318829.MGG_04012T0,318829.MGG_05008T0,318829.MGG_06197T0,318829.MGG_08661T0,318829.MGG_12868T0,318829.MGG_13291T0","MGG_01606,MGG_01662,MGG_01895,MGG_02378,MGG_03869,MGG_03900,MGG_04012,MGG_05008,MGG_06197,MGG_08661,MGG_12868,MGG_13291",0.00038,0.001,beta-Alanine metabolism
KEGG,map00430,5,9,318829,"318829.MGG_02378T0,318829.MGG_03869T0,318829.MGG_03882T0,318829.MGG_05247T0,318829.MGG_09541T0","MGG_02378,MGG_03869,MGG_03882,MGG_05247,MGG_09541",0.0225,0.037,Taurine and hypotaurine metabolism
KEGG,map00450,8,10,318829,"318829.MGG_01046T0,318829.MGG_01284T0,318829.MGG_03583T0,318829.MGG_06712T0,318829.MGG_07074T0,318829.MGG_10380T0,318829.MGG_10852T0,318829.MGG_15027T0","MGG_01046,MGG_01284,MGG_03583,MGG_06712,MGG_07074,MGG_10380,MGG_10852,MGG_12639",0.00077,0.0019,Selenocompound metabolism
KEGG,map00480,15,24,318829,"318829.MGG_00175T0,318829.MGG_00256T0,318829.MGG_00771T0,318829.MGG_01345T0,318829.MGG_03882T0,318829.MGG_05677T0,318829.MGG_06197T0,318829.MGG_06454T0,318829.MGG_06907T0,318829.MGG_07000T0,318829.MGG_07268T0,318829.MGG_07460T0,318829.MGG_09541T0,318829.MGG_09926T0,318829.MGG_12749T0","MGG_00175,MGG_00256,MGG_00771,MGG_01345,MGG_03882,MGG_05677,MGG_06197,MGG_06454,MGG_06907,MGG_07000,MGG_07268,MGG_07460,MGG_09541,MGG_09926,MGG_12749",3.33e-05,0.00011,Glutathione metabolism
KEGG,map00520,19,53,318829,"318829.MGG_01288T0,318829.MGG_01631T0,318829.MGG_01637T0,318829.MGG_01802T0,318829.MGG_03041T0,318829.MGG_03708T0,318829.MGG_04495T0,318829.MGG_05098T0,318829.MGG_05440T0,318829.MGG_05936T0,318829.MGG_07307T0,318829.MGG_08012T0,318829.MGG_09289T0,318829.MGG_10677T0,318829.MGG_11383T0,318829.MGG_11597T0,318829.MGG_12822T0,318829.MGG_13014T0,318829.MGG_15671T0","MGG_01288,MGG_01631,MGG_01637,MGG_01802,MGG_03041,MGG_03708,MGG_04495,MGG_05098,MGG_05440,MGG_05936,MGG_07307,MGG_08012,MGG_09289,MGG_10677,MGG_11383,MGG_11597,MGG_12822,MGG_13014,MGG_01320",0.00099,0.0024,Amino sugar and nucleotide sugar metabolism
KEGG,map00620,26,39,318829,"318829.MGG_00450T0,318829.MGG_01092T0,318829.MGG_01723T0,318829.MGG_01755T0,318829.MGG_02813T0,318829.MGG_03900T0,318829.MGG_06371T0,318829.MGG_06609T0,318829.MGG_07613T0,318829.MGG_07756T0,318829.MGG_08063T0,318829.MGG_08173T0,318829.MGG_08725T0,318829.MGG_08835T0,318829.MGG_08842T0,318829.MGG_09367T0,318829.MGG_09878T0,318829.MGG_10569T0,318829.MGG_11543T0,318829.MGG_12300T0,318829.MGG_12601T0,318829.MGG_12830T0,318829.MGG_13485T0,318829.MGG_13499T0,318829.MGG_17072T0,318829.MGG_17962T0","MGG_00450,MGG_01092,MGG_01723,MGG_01755,MG02813.4,MGG_03900,MGG_06371,MGG_06609,MGG_07613,MGG_07756,MGG_08063,MGG_08173,MGG_08725,MGG_08835,MGG_08842,MGG_09367,MGG_09878,MGG_10569,MGG_11543,MGG_12300,MGG_12601,MGG_12830,MGG_13485,MGG_13499,MGG_13528,MGG_02785",1.85e-08,1.29e-07,Pyruvate metabolism
KEGG,map00630,24,31,318829,"318829.MGG_00923T0,318829.MGG_01755T0,318829.MGG_02525T0,318829.MGG_02538T0,318829.MGG_02616T0,318829.MGG_02617T0,318829.MGG_02813T0,318829.MGG_03521T0,318829.MGG_04034T0,318829.MGG_04826T0,318829.MGG_05159T0,318829.MGG_06199T0,318829.MGG_06888T0,318829.MGG_07202T0,318829.MGG_07933T0,318829.MGG_08008T0,318829.MGG_08835T0,318829.MGG_09367T0,318829.MGG_13499T0,318829.MGG_13781T0,318829.MGG_14279T0,318829.MGG_15038T0,318829.MGG_17072T0,318829.MGG_17079T0","MGG_00923,MGG_01755,MGG_02525,MGG_02538,MGG_02616,MGG_02617,MG02813.4,MGG_03521,MGG_04034,MGG_04826,MGG_05159,MGG_06199,MGG_06888,MGG_07202,MGG_07933,MGG_08008,MGG_08835,MGG_09367,MGG_13499,MGG_13781,MGG_14279,MGG_12517,MGG_13528,MGG_03533",8.35e-09,6.68e-08,Glyoxylate and dicarboxylate metabolism
KEGG,map00640,15,22,318829,"318829.MGG_01606T0,318829.MGG_01662T0,318829.MGG_01755T0,318829.MGG_02836T0,318829.MGG_03840T0,318829.MGG_04012T0,318829.MGG_04449T0,318829.MGG_05480T0,318829.MGG_06511T0,318829.MGG_07613T0,318829.MGG_08661T0,318829.MGG_12868T0,318829.MGG_13499T0,318829.MGG_16230T0,318829.MGG_17072T0","MGG_01606,MGG_01662,MGG_01755,MGG_02836,MGG_03840,MGG_04012,MGG_04449,MGG_05480,MGG_06511,MGG_07613,MGG_08661,MGG_12868,MGG_13499,MGG_06977,MGG_13528",1.58e-05,5.91e-05,Propanoate metabolism
KEGG,map00650,14,18,318829,"318829.MGG_01026T0,318829.MGG_01104T0,318829.MGG_01230T0,318829.MGG_01662T0,318829.MGG_01755T0,318829.MGG_02378T0,318829.MGG_03869T0,318829.MGG_03945T0,318829.MGG_06868T0,318829.MGG_09181T0,318829.MGG_11480T0,318829.MGG_12868T0,318829.MGG_13499T0,318829.MGG_16630T0","MGG_01026,MGG_01104,MGG_01230,MGG_01662,MGG_01755,MGG_02378,MGG_03869,MGG_03945,MGG_06868,MGG_09181,MGG_11480,MGG_12868,MGG_13499,MGG_13390",1.06e-05,4.1e-05,Butanoate metabolism
KEGG,map00660,4,5,318829,"318829.MGG_01104T0,318829.MGG_03945T0,318829.MGG_05223T0,318829.MGG_06868T0","MGG_01104,MGG_03945,MGG_05223,MGG_06868",0.0179,0.0304,C5-Branched dibasic acid metabolism
KEGG,map00670,11,14,318829,"318829.MGG_00923T0,318829.MGG_01014T0,318829.MGG_01728T0,318829.MGG_04435T0,318829.MGG_04458T0,318829.MGG_04826T0,318829.MGG_08008T0,318829.MGG_08171T0,318829.MGG_10834T0,318829.MGG_13781T0,318829.MGG_13813T0","MGG_00923,MGG_01014,MGG_01728,MGG_04435,MGG_04458,MGG_04826,MGG_08008,MGG_08171,MGG_10834,MGG_13781,MGG_13813",8.93e-05,0.00027,One carbon pool by folate
KEGG,map00680,17,24,318829,"318829.MGG_00223T0,318829.MGG_00901T0,318829.MGG_00923T0,318829.MGG_02525T0,318829.MGG_02653T0,318829.MGG_03095T0,318829.MGG_03096T0,318829.MGG_03661T0,318829.MGG_04014T0,318829.MGG_04034T0,318829.MGG_04059T0,318829.MGG_05317T0,318829.MGG_06011T0,318829.MGG_08895T0,318829.MGG_10607T0,318829.MGG_11794T0,318829.MGG_13781T0","MGG_00223,MGG_00901,MGG_00923,MGG_02525,MGG_02653,MGG_03095,MGG_03096,MGG_03661,MGG_04014,MGG_04034,MGG_04059,MGG_05317,MGG_06011,MGG_08895,MGG_10607,MGG_11794,MGG_13781",2.99e-06,1.28e-05,Methane metabolism
KEGG,map00750,7,8,318829,"318829.MGG_00517T0,318829.MGG_01535T0,318829.MGG_04059T0,318829.MGG_05980T0,318829.MGG_08923T0,318829.MGG_14689T0,318829.MGG_16813T0","MGG_00517,MGG_01535,MGG_04059,MGG_05980,MGG_08923,MGG_14689,MGG_16813",0.0012,0.0028,Vitamin B6 metabolism
KEGG,map00770,11,19,318829,"318829.MGG_00942T0,318829.MGG_01104T0,318829.MGG_01139T0,318829.MGG_01895T0,318829.MGG_02125T0,318829.MGG_02489T0,318829.MGG_03945T0,318829.MGG_05345T0,318829.MGG_06868T0,318829.MGG_15774T0,318829.MGG_17982T0","MGG_00942,MGG_01104,MGG_01139,MGG_01895,MGG_02125,MGG_02489,MGG_03945,MGG_05345,MGG_06868,MGG_01808,MGG_02725",0.00061,0.0015,Pantothenate and CoA biosynthesis
KEGG,map00860,8,19,318829,"318829.MGG_01061T0,318829.MGG_01622T0,318829.MGG_04860T0,318829.MGG_05956T0,318829.MGG_06446T0,318829.MGG_09924T0,318829.MGG_10655T0,318829.MGG_15723T0","MGG_01061,MGG_01622,MGG_04860,MGG_05956,MGG_06446,MGG_09924,MGG_10655,MGG_01513",0.0141,0.0251,Porphyrin and chlorophyll metabolism
KEGG,map00900,8,19,318829,"318829.MGG_01026T0,318829.MGG_01755T0,318829.MGG_05812T0,318829.MGG_07125T0,318829.MGG_08649T0,318829.MGG_08975T0,318829.MGG_09750T0,318829.MGG_13499T0","MGG_01026,MGG_01755,MGG_05812,MGG_07125,MGG_08649,MGG_08975,MGG_09750,MGG_13499",0.0141,0.0251,Terpenoid backbone biosynthesis
KEGG,map00910,13,17,318829,"318829.MGG_00634T0,318829.MGG_02538T0,318829.MGG_02593T0,318829.MGG_03280T0,318829.MGG_05247T0,318829.MGG_06062T0,318829.MGG_06888T0,318829.MGG_07187T0,318829.MGG_07261T0,318829.MGG_08074T0,318829.MGG_14279T0,318829.MGG_17079T0,318829.MGG_18017T0","MGG_00634,MGG_02538,MGG_02593,MGG_03280,MGG_05247,MGG_06062,MGG_06888,MGG_07187,MGG_07261,MGG_08074,MGG_14279,MGG_03533,MGG_02599",2.49e-05,9e-05,Nitrogen metabolism
KEGG,map00920,11,17,318829,"318829.MGG_00929T0,318829.MGG_03583T0,318829.MGG_04087T0,318829.MGG_04144T0,318829.MGG_04311T0,318829.MGG_06348T0,318829.MGG_06466T0,318829.MGG_06685T0,318829.MGG_07195T0,318829.MGG_10087T0,318829.MGG_15027T0","MGG_00929,MGG_03583,MGG_04087,MGG_04144,MGG_04311,MGG_06348,MGG_06466,MGG_06685,MGG_07195,MGG_10087,MGG_12639",3e-04,0.00082,Sulfur metabolism
KEGG,map00970,23,38,318829,"318829.MGG_00876T0,318829.MGG_01046T0,318829.MGG_01165T0,318829.MGG_02432T0,318829.MGG_02449T0,318829.MGG_03220T0,318829.MGG_03230T0,318829.MGG_03551T0,318829.MGG_03607T0,318829.MGG_04396T0,318829.MGG_04425T0,318829.MGG_04872T0,318829.MGG_04966T0,318829.MGG_05956T0,318829.MGG_06321T0,318829.MGG_06913T0,318829.MGG_08897T0,318829.MGG_09080T0,318829.MGG_09393T0,318829.MGG_09540T0,318829.MGG_10357T0,318829.MGG_12574T0,318829.MGG_15290T0","MGG_00876,MGG_01046,MGG_01165,MGG_02432,MGG_02449,MGG_03220,MGG_03230,MGG_03551,MGG_03607,MGG_04396,MGG_04425,MGG_04872,MGG_04966,MGG_05956,MGG_06321,MGG_06913,MGG_08897,MGG_09080,MGG_09393,MGG_09540,MGG_10357,MGG_12574,MGG_03730",4.32e-07,2.3e-06,Aminoacyl-tRNA biosynthesis
KEGG,map01040,7,13,318829,"318829.MGG_01790T0,318829.MGG_01985T0,318829.MGG_03250T0,318829.MGG_06660T0,318829.MGG_07216T0,318829.MGG_09512T0,318829.MGG_10700T0","MGG_01790,MGG_01985,MGG_03250,MGG_06660,MGG_07216,MGG_09512,MGG_10700",0.0081,0.0151,Biosynthesis of unsaturated fatty acids
